"hscode"	"Duty"	"import_euro_kg"	"anti-dumping"	"description_hscode"	"description_en_chinois"	"date_search"	"lien"
"8301300000"	" 2,7 %          "	"13.35"		"Section XV - (Chapters 72...83) - Base metals and articles of base metal / MISCELLANEOUS ARTICLES OF BASE METAL / Padlocks and locks (key, combination or electrically operated), of base metal; clasps and frames with clasps, incorporating locks, of base metal; keys for any of the foregoing articles, of base metal / - Locks of a kind used for furniture / "	"第十五节-（第72…83章）-贱金属和贱金属制品/贱金属杂项制品/贱金属挂锁和锁（钥匙、组合锁或电动锁）；贱金属制扣子和带扣子的框架，包括锁；上述任何物品的贱金属钥匙/家具用锁/"	"20220623"	"https://eservices.minfin.fgov.be/extTariffBrowser/Measure?cnCode=8301300000&country=29422&trade=0&cssfile=tarbro&date=20220623&lang=EN&page=1"
"7312109812"	" 0 %          "	"3.16"	"anti-dumping"	"Section XV - (Chapters 72...83) - Base metals and articles of base metal / ARTICLES OF IRON OR STEEL / Stranded wire, ropes, cables, plaited bands, slings and the like, of iron or steel, not electrically insulated / - Stranded wire, ropes and cables / - - Other, with a maximum cross-sectional dimension / - - - Exceeding 3 mm / - - - - Ropes and cables (including locked coil ropes) / - - - - - Other / - - - - - - Of steel / - - - - - - - Consigned from Morocco / "	"第十五节-（第72…83章）-贱金属和贱金属制品/钢铁制品/非电气绝缘的钢绞线、绳索、电缆、编织带、吊索等，最大横截面尺寸超过3 mm的绳索和电缆（包括锁定线圈绳索）/-其他由摩洛哥发货的钢材制成/"	"20220623"	"https://eservices.minfin.fgov.be/extTariffBrowser/Measure?cnCode=7312109812&country=29422&trade=0&cssfile=tarbro&date=20220623&lang=EN&page=1"
"3203001000"	" 0 %          "	"14.51"		"Section VI - (Chapters 28...38) - Products of the chemical or allied industries / TANNING OR DYEING EXTRACTS; TANNINS AND THEIR DERIVATIVES; DYES, PIGMENTS AND OTHER COLOURING MATTER; PAINTS AND VARNISHES; PUTTY AND OTHER MASTICS; INKS / Colouring matter of vegetable or animal origin (including dyeing extracts but excluding animal black), whether or not chemically defined; preparations as specified in note 3 to this chapter based on colouring matter of vegetable or animal origin / - Colouring matter of vegetable origin and preparations based thereon / "	"第六节-（第28…38章）-化学或相关行业的产品/鞣制或染色提取物；单宁及其衍生物；染料、颜料和其他色素；色漆和清漆；油灰和其他胶泥；植物或动物来源的油墨/色素（包括染色提取物，但不包括动物黑），无论是否有化学定义；本章注释3中规定的基于植物或动物源性色素的制剂/-植物源性色素及其制剂/"	"20220623"	"https://eservices.minfin.fgov.be/extTariffBrowser/Measure?cnCode=3203001000&country=29422&trade=0&cssfile=tarbro&date=20220630&lang=EN&page=1"
"3203001000"	" 0 %          "	"14.51"		"Section VI - (Chapters 28...38) - Products of the chemical or allied industries / TANNING OR DYEING EXTRACTS; TANNINS AND THEIR DERIVATIVES; DYES, PIGMENTS AND OTHER COLOURING MATTER; PAINTS AND VARNISHES; PUTTY AND OTHER MASTICS; INKS / Colouring matter of vegetable or animal origin (including dyeing extracts but excluding animal black), whether or not chemically defined; preparations as specified in note 3 to this chapter based on colouring matter of vegetable or animal origin / - Colouring matter of vegetable origin and preparations based thereon / "	"第六节-（第28…38章）-化学或相关行业的产品/鞣制或染色提取物；单宁及其衍生物；染料、颜料和其他色素；色漆和清漆；油灰和其他胶泥；植物或动物来源的油墨/色素（包括染色提取物，但不包括动物黑），无论是否有化学定义；本章注释3中规定的基于植物或动物源性色素的制剂/-植物源性色素及其制剂/"	"20220630"	"https://eservices.minfin.fgov.be/extTariffBrowser/Measure?cnCode=3203001000&country=29422&trade=0&cssfile=tarbro&date=20220630&lang=EN&page=1"
"4015190000"	" 2,7 %          "	"12.61"		"Section VII - (Chapters 39 & 40) - Plastics and articles thereof; rubber and articles thereof / RUBBER AND ARTICLES THEREOF / Articles of apparel and clothing accessories (including gloves, mittens and mitts), for all purposes, of vulcanised rubber other than hard rubber / - Gloves, mittens and mitts / - - Other / "	"第七节-（第39章和第40章）-塑料及其制品；橡胶及其制品/橡胶及其制品/各种用途的硫化橡胶制品和服装配件（包括手套、手套和手套）/-手套、手套和手套/-其他/"	"20220623"	"https://eservices.minfin.fgov.be/extTariffBrowser/Measure?cnCode=4015190000&country=29422&trade=0&cssfile=tarbro&date=20220630&lang=EN&page=1"
"4015190000"	" 2,7 %          "	"12.61"		"Section VII - (Chapters 39 & 40) - Plastics and articles thereof; rubber and articles thereof / RUBBER AND ARTICLES THEREOF / Articles of apparel and clothing accessories (including gloves, mittens and mitts), for all purposes, of vulcanised rubber other than hard rubber / - Gloves, mittens and mitts / - - Other / "	"第七节-（第39章和第40章）-塑料及其制品；橡胶及其制品/橡胶及其制品/各种用途的硫化橡胶制品和服装配件（包括手套、手套和手套）/-手套、手套和手套/-其他/"	"20220630"	"https://eservices.minfin.fgov.be/extTariffBrowser/Measure?cnCode=4015190000&country=29422&trade=0&cssfile=tarbro&date=20220630&lang=EN&page=1"
"8205598000"	" 2,7 %          "	"4.48"		"Section XV - (Chapters 72...83) - Base metals and articles of base metal / TOOLS, IMPLEMENTS, CUTLERY, SPOONS AND FORKS, OF BASE METAL; PARTS THEREOF OF BASE METAL / Hand tools (including glaziers  diamonds), not elsewhere specified or included; blowlamps; vices, clamps and the like, other than accessories for and parts of machine-tools or water-jet cutting machines; anvils; portable forges; hand- or pedal-operated grinding wheels with frameworks / - Other hand tools (including glaziers  diamonds) / - - Other / - - - Other / "	"第十五节-（第72…83章）-贱金属和贱金属制品/贱金属制工具、器具、餐具、勺子和叉子；未在其他地方指定或包含的贱金属/手工工具（包括玻璃工钻石）零件；喷灯；除机床或水射流切割机的附件和零件外的其他设备、夹具等；铁砧；便携式锻造；带框架的手动或踏板操作砂轮/-其他手动工具（包括glaziers diamonds）/-其他/-其他/"	"20220701"	"https://eservices.minfin.fgov.be/extTariffBrowser/Measure?cnCode=8205598000&country=29422&trade=0&cssfile=tarbro&date=20220701&lang=EN&page=1"
"5605000000"	" 4 %          "	"7.29"		"Section XI - (Chapters 50...63) - Textiles and textile articles / WADDING, FELT AND NONWOVENS; SPECIAL YARNS; TWINE, CORDAGE, ROPES AND CABLES AND ARTICLES THEREOF / Metallised yarn, whether or not gimped, being textile yarn, or strip or the like of heading 5404 or 5405, combined with metal in the form of thread, strip or powder or covered with metal / "	"第XI节-（第50…63章）-纺织品和纺织制品/填絮、毡和非织造布；特殊纱线；第5404品目或第5405品目的麻线、绳索、绳索、电缆及其制品/金属化纱线，不论是否套结，为纺织纱线或长条或类似品，与金属以线、长条或粉末的形式结合或覆盖金属/"	"2022-07-05"	"https://eservices.minfin.fgov.be/extTariffBrowser/Measure?cnCode=5605000000&country=29422&trade=0&cssfile=tarbro&date=2022-07-05&lang=EN&page=1"
"6906000000"	" 0 %          "	"20.18"		"Section XIII - (Chapters 68...70) - Articles of stone, plaster, cement, asbestos, mica or similar materials; ceramic products; glass and glassware / CERAMIC PRODUCTS / I. GOODS OF SILICEOUS FOSSIL MEALS OR OF SIMILAR SILICEOUS EARTHS, AND REFRACTORY GOODS / II. OTHER CERAMIC PRODUCTS / Ceramic pipes, conduits, guttering and pipe fittings / "	"第十三节-（第68…70章）-石头、灰泥、水泥、石棉、云母或类似材料制品；陶瓷制品；玻璃和玻璃器皿/陶瓷制品/I.硅质化石粉或类似硅质土制品和耐火制品/II。其他陶瓷产品/陶瓷管、导管、排水沟和管件/"	"2022-07-05"	"https://eservices.minfin.fgov.be/extTariffBrowser/Measure?cnCode=6906000000&country=29422&trade=0&cssfile=tarbro&date=2022-07-05&lang=EN&page=1"
"2701200000"	" 0 %          "	"2.46"		"Section V - (Chapters 25...27) - Mineral products / MINERAL FUELS, MINERAL OILS AND PRODUCTS OF THEIR DISTILLATION; BITUMINOUS SUBSTANCES; MINERAL WAXES / Coal; briquettes, ovoids and similar solid fuels manufactured from coal / - Briquettes, ovoids and similar solid fuels manufactured from coal / "	"第五节-（第25…27章）-矿物产品/矿物燃料、矿物油及其蒸馏产品；沥青物质；矿物蜡/煤；煤制成型燃料、卵形燃料和类似固体燃料/-煤制成型燃料、卵形燃料和类似固体燃料/"	"2022-07-05"	"https://eservices.minfin.fgov.be/extTariffBrowser/Measure?cnCode=2701200000&country=29422&trade=0&cssfile=tarbro&date=2022-07-05&lang=EN&page=1"
"2936900000"	" 0 %          "	"29.01"		"Section VI - (Chapters 28...38) - Products of the chemical or allied industries / ORGANIC CHEMICALS / I. HYDROCARBONS AND THEIR HALOGENATED, SULPHONATED, NITRATED OR NITROSATED DERIVATIVES / II. ALCOHOLS AND THEIR HALOGENATED, SULPHONATED, NITRATED OR NITROSATED DERIVATIVES / III. PHENOLS, PHENOL-ALCOHOLS, AND THEIR HALOGENATED, SULPHONATED, NITRATED OR NITROSATED DERIVATIVES / IV. ETHERS, ALCOHOL PEROXIDES, ETHER PEROXIDES, ACETAL AND HEMIACETAL PEROXIDES, KETONE PEROXIDES, EPOXIDES WITH A THREE-MEMBERED RING, ACETALS AND HEMIACETALS, AND THEIR HALOGENATED, SULPHONATED, NITRATED OR NITROSATED DERIVATIVES / V. ALDEHYDE-FUNCTION COMPOUNDS / VI. KETONE-FUNCTION COMPOUNDS AND QUINONE-FUNCTION COMPOUNDS / VII. CARBOXYLIC ACIDS AND THEIR ANHYDRIDES, HALIDES, PEROXIDES AND PEROXYACIDS AND THEIR HALOGENATED, SULPHONATED, NITRATED OR NITROSATED DERIVATIVES / VIII. ESTERS OF INORGANIC ACIDS OF NON-METALS AND THEIR SALTS, AND THEIR HALOGENATED, SULPHONATED, NITRATED OR NITROSATED DERIVATIVES / IX. NITROGEN-FUNCTION COMPOUNDS / X. ORGANO-INORGANIC COMPOUNDS, HETEROCYCLIC COMPOUNDS, NUCLEIC ACIDS AND THEIR SALTS, AND SULPHONAMIDES / XI. PROVITAMINS, VITAMINS AND HORMONES / Provitamins and vitamins, natural or reproduced by synthesis (including natural concentrates), derivatives thereof used primarily as vitamins, and intermixtures of the foregoing, whether or not in any solvent / - Other, including natural concentrates / "	"第六节-（第28…38章）-化学或相关工业产品/有机化学品/I.碳氢化合物及其卤化、磺化、硝化或亚硝化衍生物/II。醇及其卤化、磺化、硝化或亚硝化衍生物/III.酚、酚醇及其卤化、磺化、硝化或亚硝化衍生物/IV.醚、醇过氧化物、醚过氧化物、缩醛和半缩醛过氧化物、酮过氧化物、带三元环的环氧化物、缩醛和半缩醛及其卤化、磺化、，硝化或亚硝化衍生物/V.醛功能化合物/VI.酮功能化合物和醌功能化合物/VII。羧酸及其酸酐、卤化物、过氧化物和过氧酸及其卤化、磺化、硝化或亚硝化衍生物/VIII。非金属无机酸及其盐及其卤化、磺化、硝化或亚硝化衍生物的酯/IX.氮官能团化合物/X.有机-无机化合物、杂环化合物、核酸及其盐和磺胺/XI。维生素原、维生素和激素/天然的或通过合成复制的维生素原和维生素（包括天然浓缩物），其主要用作维生素的衍生物，以及上述物质的混合物，无论是否在任何溶剂中/-其他，包括天然浓缩物/"	"2022-07-05"	"https://eservices.minfin.fgov.be/extTariffBrowser/Measure?cnCode=2936900000&country=29422&trade=0&cssfile=tarbro&date=2022-07-05&lang=EN&page=1"
"2941900000"	" 0 %          "	"99.75"		"Section VI - (Chapters 28...38) - Products of the chemical or allied industries / ORGANIC CHEMICALS / I. HYDROCARBONS AND THEIR HALOGENATED, SULPHONATED, NITRATED OR NITROSATED DERIVATIVES / II. ALCOHOLS AND THEIR HALOGENATED, SULPHONATED, NITRATED OR NITROSATED DERIVATIVES / III. PHENOLS, PHENOL-ALCOHOLS, AND THEIR HALOGENATED, SULPHONATED, NITRATED OR NITROSATED DERIVATIVES / IV. ETHERS, ALCOHOL PEROXIDES, ETHER PEROXIDES, ACETAL AND HEMIACETAL PEROXIDES, KETONE PEROXIDES, EPOXIDES WITH A THREE-MEMBERED RING, ACETALS AND HEMIACETALS, AND THEIR HALOGENATED, SULPHONATED, NITRATED OR NITROSATED DERIVATIVES / V. ALDEHYDE-FUNCTION COMPOUNDS / VI. KETONE-FUNCTION COMPOUNDS AND QUINONE-FUNCTION COMPOUNDS / VII. CARBOXYLIC ACIDS AND THEIR ANHYDRIDES, HALIDES, PEROXIDES AND PEROXYACIDS AND THEIR HALOGENATED, SULPHONATED, NITRATED OR NITROSATED DERIVATIVES / VIII. ESTERS OF INORGANIC ACIDS OF NON-METALS AND THEIR SALTS, AND THEIR HALOGENATED, SULPHONATED, NITRATED OR NITROSATED DERIVATIVES / IX. NITROGEN-FUNCTION COMPOUNDS / X. ORGANO-INORGANIC COMPOUNDS, HETEROCYCLIC COMPOUNDS, NUCLEIC ACIDS AND THEIR SALTS, AND SULPHONAMIDES / XI. PROVITAMINS, VITAMINS AND HORMONES / XII. GLYCOSIDES AND ALKALOIDS, NATURAL OR REPRODUCED BY SYNTHESIS, AND THEIR SALTS, ETHERS, ESTERS AND OTHER DERIVATIVES / XIII. OTHER ORGANIC COMPOUNDS / Antibiotics / - Other / "	"第六节-（第28…38章）-化学或相关工业产品/有机化学品/I.碳氢化合物及其卤化、磺化、硝化或亚硝化衍生物/II。醇及其卤化、磺化、硝化或亚硝化衍生物/III.酚、酚醇及其卤化、磺化、硝化或亚硝化衍生物/IV.醚、醇过氧化物、醚过氧化物、缩醛和半缩醛过氧化物、酮过氧化物、带三元环的环氧化物、缩醛和半缩醛及其卤化、磺化、，硝化或亚硝化衍生物/V.醛功能化合物/VI.酮功能化合物和醌功能化合物/VII。羧酸及其酸酐、卤化物、过氧化物和过氧酸及其卤化、磺化、硝化或亚硝化衍生物/VIII。非金属无机酸及其盐及其卤化、磺化、硝化或亚硝化衍生物的酯/IX.氮官能团化合物/X.有机-无机化合物、杂环化合物、核酸及其盐和磺胺/XI。维生素原、维生素和激素/XII。天然或通过合成复制的糖苷和生物碱及其盐类、醚类、酯类和其他衍生物/XIII。其他有机化合物/抗生素/-其他/"	"2022-07-05"	"https://eservices.minfin.fgov.be/extTariffBrowser/Measure?cnCode=2941900000&country=29422&trade=0&cssfile=tarbro&date=2022-07-05&lang=EN&page=1"
"3201200000"	" 3 %          "	"2.82"		"Section VI - (Chapters 28...38) - Products of the chemical or allied industries / TANNING OR DYEING EXTRACTS; TANNINS AND THEIR DERIVATIVES; DYES, PIGMENTS AND OTHER COLOURING MATTER; PAINTS AND VARNISHES; PUTTY AND OTHER MASTICS; INKS / Tanning extracts of vegetable origin; tannins and their salts, ethers, esters and other derivatives / - Wattle extract / "	"第六节-（第28…38章）-化学或相关行业的产品/鞣制或染色提取物；单宁及其衍生物；染料、颜料和其他色素；色漆和清漆；油灰和其他胶泥；植物性油墨/鞣制提取物；鞣质及其盐类、醚类、酯类和其他衍生物/-荆棘提取物/"	"2022-07-05"	"https://eservices.minfin.fgov.be/extTariffBrowser/Measure?cnCode=3201200000&country=29422&trade=0&cssfile=tarbro&date=2022-07-05&lang=EN&page=1"
"4005100000"	" 0 %          "	"5.96"		"Section VII - (Chapters 39 & 40) - Plastics and articles thereof; rubber and articles thereof / RUBBER AND ARTICLES THEREOF / Compounded rubber, unvulcanised, in primary forms or in plates, sheets or strip / - Compounded with carbon black or silica / "	"第七节-（第39章和第40章）-塑料及其制品；橡胶及其制品/橡胶及其制品/未硫化的复合橡胶，初级形状或板、片或条/与炭黑或二氧化硅复合/"	"2022-07-05"	"https://eservices.minfin.fgov.be/extTariffBrowser/Measure?cnCode=4005100000&country=29422&trade=0&cssfile=tarbro&date=2022-07-05&lang=EN&page=1"
"7312108519"	" 0 %          "	"2.03"	"anti-dumping"	"Section XV - (Chapters 72...83) - Base metals and articles of base metal / ARTICLES OF IRON OR STEEL / Stranded wire, ropes, cables, plaited bands, slings and the like, of iron or steel, not electrically insulated / - Stranded wire, ropes and cables / - - Other, with a maximum cross-sectional dimension / - - - Exceeding 3 mm / - - - - Ropes and cables (including locked coil ropes) / - - - - - Not coated or only plated or coated with zinc, with a maximum cross-sectional dimension / - - - - - - Exceeding 24 mm but not exceeding 48 mm / - - - - - - - Of steel / - - - - - - - - Other / "	"第十五节-（第72…83章）-贱金属和贱金属制品/钢铁制品/非电气绝缘的钢绞线、绳索、电缆、编织带、吊索等，最大横截面尺寸/-超过3 mm/-钢丝绳和电缆（包括锁定线圈钢丝绳）/-未涂层或仅镀有或涂有锌，最大横截面尺寸/-超过24 mm但不超过48 mm/-钢/-其他/"	"20220623"	"https://eservices.minfin.fgov.be/extTariffBrowser/Measure?cnCode=7312108519&country=29422&trade=0&cssfile=tarbro&date=20220623&lang=EN&page=1"
"7312108512"	" 0 %          "	"2.03"	"anti-dumping"	"Section XV - (Chapters 72...83) - Base metals and articles of base metal / ARTICLES OF IRON OR STEEL / Stranded wire, ropes, cables, plaited bands, slings and the like, of iron or steel, not electrically insulated / - Stranded wire, ropes and cables / - - Other, with a maximum cross-sectional dimension / - - - Exceeding 3 mm / - - - - Ropes and cables (including locked coil ropes) / - - - - - Not coated or only plated or coated with zinc, with a maximum cross-sectional dimension / - - - - - - Exceeding 24 mm but not exceeding 48 mm / - - - - - - - Of steel / - - - - - - - - Consigned from Morocco / "	"第十五节-（第72…83章）-贱金属和贱金属制品/钢铁制品/非电气绝缘的钢绞线、绳索、电缆、编织带、吊索等，最大横截面尺寸/-超过3 mm/-绳索和电缆（包括锁定线圈绳索）/-未涂层或仅镀有或涂有锌，最大横截面尺寸/-超过24 mm但不超过48 mm/-由摩洛哥发货的钢制成/"	"20220623"	"https://eservices.minfin.fgov.be/extTariffBrowser/Measure?cnCode=7312108512&country=29422&trade=0&cssfile=tarbro&date=20220623&lang=EN&page=1"
"7312108513"	" 0 %          "	"2.03"	"anti-dumping"	"Section XV - (Chapters 72...83) - Base metals and articles of base metal / ARTICLES OF IRON OR STEEL / Stranded wire, ropes, cables, plaited bands, slings and the like, of iron or steel, not electrically insulated / - Stranded wire, ropes and cables / - - Other, with a maximum cross-sectional dimension / - - - Exceeding 3 mm / - - - - Ropes and cables (including locked coil ropes) / - - - - - Not coated or only plated or coated with zinc, with a maximum cross-sectional dimension / - - - - - - Exceeding 24 mm but not exceeding 48 mm / - - - - - - - Of steel / - - - - - - - - Consigned from the Republic of Korea / "	"第十五节-（第72…83章）-贱金属和贱金属制品/钢铁制品/非电气绝缘的钢绞线、绳索、电缆、编织带、吊索等，最大横截面尺寸/-超过3 mm/-绳索和电缆（包括锁定线圈绳索）/-无涂层或仅镀有或涂有锌，最大横截面尺寸/-超过24 mm但不超过48 mm/-由韩国发货的钢制成/"	"20220623"	"https://eservices.minfin.fgov.be/extTariffBrowser/Measure?cnCode=7312108513&country=29422&trade=0&cssfile=tarbro&date=20220623&lang=EN&page=1"
"7219331000"	" 0 %          "	"2.56"	"anti-dumping"	"Section XV - (Chapters 72...83) - Base metals and articles of base metal / IRON AND STEEL / I. PRIMARY MATERIALS; PRODUCTS IN GRANULAR OR POWDER FORM / II. IRON AND NON-ALLOY STEEL / III. STAINLESS STEEL / Flat-rolled products of stainless steel, of a width of 600 mm or more / - Not further worked than cold-rolled (cold-reduced) / - - Of a thickness exceeding 1 mm but less than 3 mm / - - - Containing by weight 2,5 % or more of nickel / "	"第十五节-（第72…83章）-贱金属和贱金属/钢铁制品/I.原材料；粒状或粉末状产品/II。铁和非合金钢/III.不锈钢/不锈钢扁轧产品，宽度600 mm或以上/-未经冷轧进一步加工（冷轧）/-厚度超过1 mm但小于3 mm/-含镍（按重量计）2.5%或以上/"	"20220623"	"https://eservices.minfin.fgov.be/extTariffBrowser/Measure?cnCode=7219331000&country=29422&trade=0&cssfile=tarbro&date=20220623&lang=EN&page=1"
"9603909900"	" 3,7 %          "	"5.94"		"Section XX - (Chapters 94...96) - Miscellaneous manufactured articles / MISCELLANEOUS MANUFACTURED ARTICLES / Brooms, brushes (including brushes constituting parts of machines, appliances or vehicles), hand-operated mechanical floor sweepers, not motorised, mops and feather dusters; prepared knots and tufts for broom or brush making; paint pads and rollers; squeegees (other than roller squeegees) / - Other / - - Other / - - - Other / "	"第二十节-（第94…96章）-杂项制成品/杂项制成品/扫帚、刷子（包括构成机器、器具或车辆部件的刷子）、手动机械扫地机（非机动）、拖把和羽毛掸子；为扫帚或刷子制作准备好的结和簇；油漆垫和滚筒；刮板（滚筒刮板除外）/-其他/-其他/-其他/"	"20220623"	"https://eservices.minfin.fgov.be/extTariffBrowser/Measure?cnCode=9603909900&country=29422&trade=0&cssfile=tarbro&date=20220623&lang=EN&page=1"
"8308200090"	" 2,7 %          "	"4.43"		"Section XV - (Chapters 72...83) - Base metals and articles of base metal / MISCELLANEOUS ARTICLES OF BASE METAL / Clasps, frames with clasps, buckles, buckle-clasps, hooks, eyes, eyelets and the like, of base metal, of a kind used for clothing or clothing accessories, footwear, jewellery, wrist watches, books, awnings, leather goods, travel goods or saddlery or for other made up articles; tubular or bifurcated rivets, of base metal; beads and spangles, of base metal / - Tubular or bifurcated rivets / - - Other / "	"第十五节-（第72…83章）-贱金属和贱金属制品/其他贱金属制品/扣环、带扣环的框架、扣环、扣环、挂钩、眼睛、孔眼等，贱金属制，用于服装或服装配件、鞋类、珠宝、手表、书籍、遮阳篷、皮革制品、旅行用品或鞍具或其他制成品；贱金属制管状或分叉铆钉；母材珠子和翼片/-管状或分叉铆钉/-其他/"	"20220623"	"https://eservices.minfin.fgov.be/extTariffBrowser/Measure?cnCode=8308200090&country=29422&trade=0&cssfile=tarbro&date=20220623&lang=EN&page=1"
"1507901000"		"0"		"Section III - (Chapter 15) - Animal, vegetable or microbial fats and oils and their cleavage products; prepared edible fats; animal or vegetable waxes / ANIMAL, VEGETABLE OR MICROBIAL FATS AND OILS AND THEIR CLEAVAGE PRODUCTS; PREPARED EDIBLE FATS; ANIMAL OR VEGETABLE WAXES / Soya-bean oil and its fractions, whether or not refined, but not chemically modified / - Other / - - For technical or industrial uses other than the manufacture of foodstuffs for human consumption / "	"第三节-（第15章）-动物、植物或微生物油脂及其卵裂产物；制备的食用脂肪；动物或植物蜡/动物、植物或微生物油脂及其裂解产物；制备的食用脂肪；动物或植物蜡/豆油及其馏分，不论是否精制，但未经化学改性/-其他/-用于除制造人类消费食品外的技术或工业用途/"		"https://eservices.minfin.fgov.be/extTariffBrowser/Measure?cnCode=1507901000&country=29422&trade=0&cssfile=tarbro&date=2022-07-05&lang=EN&page=1"
"6309000000"	" 5,3 %          "	"3.38"		"Section XI - (Chapters 50...63) - Textiles and textile articles / OTHER MADE-UP TEXTILE ARTICLES; SETS; WORN CLOTHING AND WORN TEXTILE ARTICLES; RAGS / I. OTHER MADE-UP TEXTILE ARTICLES / II. SETS / III. WORN CLOTHING AND WORN TEXTILE ARTICLES; RAGS / Worn clothing and other worn articles / "	"第XI节-（第50…63章）-纺织品和纺织品/其他纺织制成品；套；旧衣服和旧纺织品；碎布/I.其他纺织制品/II。套/III.旧衣服和旧纺织品；破布/旧衣服和其他破旧物品/"	"2022-07-05"	"https://eservices.minfin.fgov.be/extTariffBrowser/Measure?cnCode=6309000000&country=29422&trade=0&cssfile=tarbro&date=2022-07-05&lang=EN&page=1"
"1515509900"	" 9,6 %          "	"4.91"		"Section III - (Chapter 15) - Animal, vegetable or microbial fats and oils and their cleavage products; prepared edible fats; animal or vegetable waxes / ANIMAL, VEGETABLE OR MICROBIAL FATS AND OILS AND THEIR CLEAVAGE PRODUCTS; PREPARED EDIBLE FATS; ANIMAL OR VEGETABLE WAXES / Other fixed vegetable or microbial fats and oils (including jojoba oil) and their fractions, whether or not refined, but not chemically modified / - Sesame oil and its fractions / - - Other / - - - Other / "	"第三节-（第15章）-动物、植物或微生物油脂及其卵裂产物；制备的食用脂肪；动物或植物蜡/动物、植物或微生物油脂及其裂解产物；制备的食用脂肪；动物或植物蜡/其他固定植物或微生物油脂（包括荷荷巴油）及其馏分，不论是否精制，但未经化学改性/-芝麻油及其馏分/-其他/-其他/"	"2022-07-05"	"https://eservices.minfin.fgov.be/extTariffBrowser/Measure?cnCode=1515509900&country=29422&trade=0&cssfile=tarbro&date=2022-07-05&lang=EN&page=1"
"1516101010"	" 12,8 %          "	"47.83"		"Section III - (Chapter 15) - Animal, vegetable or microbial fats and oils and their cleavage products; prepared edible fats; animal or vegetable waxes / ANIMAL, VEGETABLE OR MICROBIAL FATS AND OILS AND THEIR CLEAVAGE PRODUCTS; PREPARED EDIBLE FATS; ANIMAL OR VEGETABLE WAXES / Animal, vegetable or microbial fats and oils and their fractions, partly or wholly hydrogenated, inter-esterified, re-esterified or elaidinised, whether or not refined, but not further prepared / - Animal fats and oils and their fractions / - - In immediate packings of a net content not exceeding 1 kg / - - - Of fish and of marine mammals / "	"第三节-（第15章）-动物、植物或微生物油脂及其卵裂产物；制备的食用脂肪；动物或植物蜡/动物、植物或微生物油脂及其裂解产物；制备的食用脂肪；动物或植物蜡/动物、植物或微生物脂肪和油及其馏分，部分或全部氢化、酯化、再酯化或脂化，不论是否精制，但未进一步制备/-动物脂肪和油及其馏分/-直接包装，净含量不超过1公斤/-鱼类和海洋哺乳动物/"	"2022-07-05"	"https://eservices.minfin.fgov.be/extTariffBrowser/Measure?cnCode=1516101010&country=29422&trade=0&cssfile=tarbro&date=2022-07-05&lang=EN&page=1"
"1516101090"	" 12,8 %          "	"47.83"		"Section III - (Chapter 15) - Animal, vegetable or microbial fats and oils and their cleavage products; prepared edible fats; animal or vegetable waxes / ANIMAL, VEGETABLE OR MICROBIAL FATS AND OILS AND THEIR CLEAVAGE PRODUCTS; PREPARED EDIBLE FATS; ANIMAL OR VEGETABLE WAXES / Animal, vegetable or microbial fats and oils and their fractions, partly or wholly hydrogenated, inter-esterified, re-esterified or elaidinised, whether or not refined, but not further prepared / - Animal fats and oils and their fractions / - - In immediate packings of a net content not exceeding 1 kg / - - - Other / "	"第三节-（第15章）-动物、植物或微生物油脂及其卵裂产物；制备的食用脂肪；动物或植物蜡/动物、植物或微生物油脂及其裂解产物；制备的食用脂肪；动物或植物蜡/动物、植物或微生物脂肪和油及其馏分，部分或全部氢化、酯化、再酯化或脂化，不论是否精制，但未进一步制备/-动物脂肪和油及其馏分/-直接包装，净含量不超过1千克/-其他/"	"2022-07-05"	"https://eservices.minfin.fgov.be/extTariffBrowser/Measure?cnCode=1516101090&country=29422&trade=0&cssfile=tarbro&date=2022-07-05&lang=EN&page=1"
"1703900000"	" 0,35 EUR / 100 kg           "	"0.46"		"Section IV - (Chapters 16...24) - Prepared foodstuffs; beverages, spirits and vinegar; tobacco and manufactured tobacco substitutes; products, whether or not containing nicotine, intended for inhalation without combustion; other nicotine containing products intended for the intake of nicotine into the human body / SUGARS AND SUGAR CONFECTIONERY / Molasses resulting from the extraction or refining of sugar / - Other / "	"第四节-（第16…24章）-制备食品；饮料、烈酒和醋；烟草和人造烟草替代品；拟吸入而不燃烧的产品，不论是否含有尼古丁；其他拟将尼古丁摄入人体的含尼古丁产品/糖和糖糖果/糖提取或精炼产生的糖蜜/-其他/"	"2022-07-05"	"https://eservices.minfin.fgov.be/extTariffBrowser/Measure?cnCode=1703900000&country=29422&trade=0&cssfile=tarbro&date=2022-07-05&lang=EN&page=1"
"2804100000"	" 3,7 %          "	"0"		"Section VI - (Chapters 28...38) - Products of the chemical or allied industries / INORGANIC CHEMICALS; ORGANIC OR INORGANIC COMPOUNDS OF PRECIOUS METALS, OF RARE-EARTH METALS, OF RADIOACTIVE ELEMENTS OR OF ISOTOPES / I. CHEMICAL ELEMENTS / Hydrogen, rare gases and other non-metals / - Hydrogen / "	"第六节-（第28…38章）-化学或相关行业的产品/无机化学品；贵金属、稀土金属、放射性元素或同位素的有机或无机化合物/I.化学元素/氢、稀有气体和其他非金属/氢/"	"2022-07-05"	"https://eservices.minfin.fgov.be/extTariffBrowser/Measure?cnCode=2804100000&country=29422&trade=0&cssfile=tarbro&date=2022-07-05&lang=EN&page=1"
